Route ID;Step ID;Town A;Town B;Distance;Driver name
97278;7;LUGAN;MONTBAZENS;3.502;Andrea NOWAK
206821;24;LA CHAILLEUSE;CHENE BERNARD;38.327;Sergey MEYER
259547;4;LES ROISES;CULMONT;71.357;Jan WEBER
221087;6;STE GENEVIEVE;CONTEVILLE;74.109;Mária THOMAS
66498;19;GRESSWILLER;NIEDERHASLACH;4.518;Maria DIAZ
294320;6;LA BRUFFIERE;BOUSSAY;4.56;Karin JOHNSON
42429;27;VILLE EN WOEVRE;MALANCOURT;33.604;Thomas HANSEN
197482;7;PAMPLIE;FONTENILLE;83.14;Anastasiya FISCHER
51423;20;LA BAUCHE;ST AUPRE;11.958;Darya MORENO
32622;29;BOIS HERPIN;INTREVILLE;24.256;Daniel HUBER
7534;2;BEAULIEU SUR SONNETTE;MANOT;19.296;Marta SCHNEIDER
198701;3;CHAMPFROMIER;MAISOD;30.483;Mariya KOVÁCS
291759;19;GENAS;STE CROIX;18.66;Werner KOCH
87390;1;TERVILLE;BOULANGE;13.698;Laura MARTIN
50012;24;MONASSUT AUDIRACQ;OUILLON;9.818;Brigitte NIELSEN
248002;5;ST JEAN DE SIXT;LES VILLARDS SUR THONES;3.017;Petra SZABÓ
99609;20;RIEDSELTZ;MOTHERN;15.958;Christine NAVARRO
105051;22;ST SERNIN SUR RANCE;VILLENEUVE LES MAGUELONE;106.873;Ana HOFFMANN
177095;19;ST PONS;FELINES SUR RIMANDOULE;38.32;Natalya FERRARI
253374;1;ST FRANCOIS LONGCHAMP;LACHAU;142.547;David SCHULZ
106047;1;OLETTE;SERDINYA;6.951;Valentina ZIMMERMANN
279259;23;COLOGNE;SAIGUEDE;25.411;Svetlana NOWAK
67805;25;WEYER;KESKASTEL;14.976;Antonio ROSSI
207666;31;BRABANT EN ARGONNE;BEZONVAUX;26.824;Antonio MARTINEZ
89538;6;TOURDUN;ANTRAS;30.725;Vladimir WOLF
7488;9;SALLES SUR L HERS;LABEGE;34.423;Brigitte SCHÄFER
75036;9;HUCLIER;LA THIEULOYE;6.109;Francesco SCHMIDT
83127;13;FESSANVILLIERS MATTANVILLIERS;CONTILLY;59.431;Irina VARGA
135810;11;CHAUGEY;FRENOIS;25.341;Vladymyr SMITH
226066;30;ALEXAIN;ECUILLE;69.497;Claude RUSSO
231267;19;ARVEYRES;LALANDE DE POMEROL;9.094;Sandra HERNANDEZ
67099;43;ORIGNY EN THIERACHE;EFFRY;4.072;Serhei SIMON
189111;15;JOUY LE CHATEL;ST OUEN EN BRIE;19.264;Klaus PETROVA
295204;28;ORGELET;CHARCIER;17.573;Mária GARCIA
11835;16;ST GERMAIN PRES HERMENT;ST BONNET DE CONDAT;53.036;Vladimir MARIN
130598;7;GOUDELIN;LE MERZER;4.537;Vera SILVA
34390;6;FARGUES;ST CRICQ VILLENEUVE;21.19;Ana HUBER
256224;2;GRAND BRASSAC;MARSAC SUR L ISLE;18.472;Valentyna MEYER
185432;2;LIESSIES;WILLIES;2.623;Michel FERRARI
298621;27;TERROLES;MONTBEL;30.576;Oksana RODRIGUEZ
207211;1;CAIXAS;MONTAURIOL;5.759;Werner TÓTH
234995;18;BARRET;VIX;108.73;Aleksey LOPEZ
221255;10;BELHOMERT GUEHOUVILLE;FONTAINE SIMON;4.335;Michel NOWAK
167943;22;EROME;ST BARTHELEMY DE VALS;5.161;Alina JONES
64375;16;JETTERSWILLER;ZEHNACKER;2.496;Marina SMIRNOV
39667;8;MANOM;STUCKANGE;7.509;Lyubov WAGNER
206083;12;HERIN;ROUVIGNIES;2.777;Mikhail KOVALENKO
281349;30;LUSIGNY SUR OUCHE;BLANCEY;29.734;Michael RUSSO
82715;23;MEILLERS;BEAULIEU;139.042;Claude RUIZ
90676;17;ST LOUP;BERNAY ST MARTIN;7.633;Maria SCHNEIDER
259079;31;LE PASSAGE;ST SULPICE DES RIVOIRES;9.507;Ivan DIAZ
34394;20;LA NEUVILLE HOUSSET;ROUVROY SUR SERRE;33.027;Michel FERRARI
117378;2;BRETEUIL;GAUDREVILLE LA RIVIERE;17.98;Ekaterina KUZNETSOV
100506;7;MAZERES;CESSALES;25.79;Michel KARLSSON
43481;14;SAVERES;LAVELANET DE COMMINGES;13.386;Olga ANDERSSON
20688;9;BEZIERS;ALIGNAN DU VENT;16.125;Anton SILVA
79745;38;DANNE ET QUATRE VENTS;FURDENHEIM;25.898;David ROSSI
222504;3;ST GAND;ETRELLES ET LA MONTBLEUSE;4.205;Tomasz VASILEVA
291925;11;LA PEYRATTE;AUGE;25.937;Manfred FERREIRA
252867;3;ARNAC SUR DOURDOU;CADIX;47.763;Vera PETROVA
8757;14;SAVIGNY EN VERON;ETRICHE;66.499;Valentina VARGA
136107;11;ST GOUSSAUD;JANAILLAT;16.605;Jan MILLER
38807;8;SAULZOIR;BOHAIN EN VERMANDOIS;28.311;Peter MARTIN
293801;7;BEAUVOIR;CAROLLES;16.31;Josef KLEIN
149892;8;MONTEREAU FAULT YONNE;LA GRANDE PAROISSE;4.708;Marta SCHMIDT
185911;22;REIGNIER ESERY;NANGY;3.857;Josef PETROV
6120;33;ST VINCENT SUR JABRON;CUREL;6.009;Serhei ALVAREZ
56433;26;GIRMONT VAL D AJOL;GORHEY;33.782;Valentina KUZNETSOV
49169;10;MONGAUSY;SEYSSES SAVES;18.93;Juan NOWAK
41731;8;PEYROLLES EN PROVENCE;LA FARE LES OLIVIERS;31.302;Mikhail POPOV
83949;15;LUYNES;MONTIGNE LES RAIRIES;61.661;Ivan SMIRNOVA
109673;8;BERRIAC;LASTOURS;12.705;Elisabeth MOROZOVA
209721;13;OUVEILLAN;MONTELS;4.518;Peter KARLSSON
69477;2;SETE;TOURBES;22.719;Serhei KUZNETSOVA
50974;15;LAMARCHE SUR SAONE;SORNAY;24.64;Valentina DIAZ
106045;30;ILE D AIX;LA BREE LES BAINS;13.66;Andrea ZIMMERMANN
237862;31;CAZALS;BOURNIQUEL;39.939;Rosa ROBERTS
96808;18;LA FERRIERE BOCHARD;GANDELAIN;7.171;Richard MARTIN
244194;10;ROQUELAURE;FONGRAVE;76.007;Mikhail SIMON
115996;23;ARVERT;LE GRAND VILLAGE PLAGE;15.748;David RUSSO
148511;22;WARNECOURT;NAMPCELLES LA COUR;47.323;Andrei MORENO
75777;6;BAILLEAU LE PIN;ROUVRAY ST DENIS;46.746;Svetlana SIMON
222492;31;LE MAS D AGENAIS;GABARRET;48.663;Dmitriy MUÑOZ
294325;18;BUCEY LES GY;VELLECLAIRE;2.442;Petra RUIZ
38007;6;LA BATIE NEUVE;VALLOUISE PELVOUX;36.728;Christine TAYLOR
97020;10;NANTIAT;BLOND;12.961;Nadezhda TORRES
188459;21;LOC ENVEL;BELLE ISLE EN TERRE;3.139;Vladymyr SANCHEZ
128740;14;BULHON;DYO;86.899;Olha IVANOV
51334;9;ST VICTOUR;BORT LES ORGUES;11.501;Antonio MARIN
178631;29;MERENS LES VALS;PORTE PUYMORENS;8.096;Tatyana SMIRNOV
186198;24;MOISSAC VALLEE FRANCAISE;SUMENE;19.428;Christian HANSEN
272611;19;ANTHY SUR LEMAN;YVOIRE;7.424;Paul BAUER
81867;10;LE NOYER;BASSENS;13.202;Paul COSTA
265094;27;PROVENCY;ISLAND;11.673;Michel FERRARI
244595;32;LA CHAPELLE ST GERAUD;ST GERMAIN LES VERGNES;35.317;Jean POPOV
64102;1;DIESEN;BORCE;899.831;Patrick MEIER
158064;23;VERNUSSE;SAZERET;9.68;Barbara NIELSEN
241536;18;MAGNY LES HAMEAUX;MONTIGNY LE BRETONNEUX;4.616;Maryia KOVÁCS
232767;1;BULAT PESTIVIEN;MAEL PESTIVIEN;4.623;Claude MARTINEZ
155546;14;PRAYSSAS;LACEPEDE;3.748;Lyubov TAYLOR
156956;14;TERNAT;PRUSLY SUR OURCE;36.315;Antonio MEYER
30387;24;BLESLE;LA FAGE ST JULIEN;57.795;Yvan MARIN
164817;21;LA POMAREDE;LA BASTIDE;109.545;Igor FERRARI
270060;14;ST CREPIN;TONNAY BOUTONNE;3.357;Werner SCHMID
195108;22;MONTEMBOEUF;ABJAT SUR BANDIAT;26.869;Jose HUBER
102695;10;CLUSSAIS LA POMMERAIE;LUXE;33.176;Paul HERNANDEZ
238043;2;OBERLAUTERBACH;SCHLEITHAL;5.305;Valentina MARIN
140728;21;CELSOY;BREUCHOTTE;72.422;Oksana JOHANSSON
77987;8;ST GERMAIN DES PRES;PUECHOURSI;14.79;Aleksandr NIELSEN
156535;8;GRABELS;ST CLEMENT DE RIVIERE;5.65;Tomasz SOKOLOVA
162120;10;ST CANNAT;ROGNES;6.769;Thomas MORENO
188546;15;JAULNAY;CHEISSOUX;156.038;Peter HUBER
290971;12;VALENCIN;HEYRIEUX;3.349;Peter POPOV
80341;32;LA TOUCHE;ST GERVAIS SUR ROUBION;7.435;Denis MEIER
195133;24;VENAREY LES LAUMES;NOGENT LES MONTBARD;9.124;Elena NAGY
38465;16;SAULCE SUR RHONE;AMBONIL;13.601;Wolfgang SMITH
87859;10;MEYNES;SERNHAC;3.879;Anna HUBER
284727;17;MUHLBACH SUR MUNSTER;MENOUX;76.317;Marina PETROV
181741;11;THIVILLE;LA CHAPELLE ENCHERIE;24.358;Eva VASILEVA
62453;4;VITRAC ST VINCENT;MONTBRON;14.479;Claude DAVIES
92964;12;BEAUVEZER;CASTELLANE;34.407;Ivan PETROVA
276305;20;VIEUZOS;BURG;12.928;Igor KOVALENKO
220783;8;VILLIERS ST ORIEN;ST CHRISTOPHE;9.363;Anastasiya DAVIES
281135;20;ATTIGNAT;ST JEAN DE MINERVOIS;371.398;Sandra GUTIERREZ
250526;27;GRADIGNAN;MIOS;27.882;Anne THOMAS
17372;41;GIGNAC;NADAILLAC DE ROUGE;15.764;Piotr KOCH
287889;13;NAVES;SAVIGNY SOUS MALAIN;179.32;Vera TAYLOR
299884;9;PLEVENON;ST MAUR DES BOIS;87.57;Werner RAMOS
76058;34;GENISSAC;ARVEYRES;4.114;Klaus HANSEN
98802;7;AURONS;FLASSAN;48.453;Svetlana SOKOLOVA
357;4;CIRAL;ROUPERROUX;6.007;Maryia FERREIRA
278063;8;THIEBLEMONT FAREMONT;VASSIMONT ET CHAPELAINE;44.025;Christine DAVIES
222598;1;STEINBRUNN LE BAS;MORSCHWILLER LE BAS;9.774;Monika JOHANSSON
148535;20;ST GERVAIS LES TROIS CLOCHERS;ORCHES;7.189;Marta PEREIRA
282417;23;ANGLARDS DE SALERS;NONARDS;55.163;Jose BONDARENKO
136811;4;MAISON PONTHIEU;BEAUQUESNE;27.64;Serhei POPOVA
170128;11;LA CHEVALLERAIS;PETIT MARS;17.621;Pavel POPOV
117140;1;NEUHAEUSEL;MARSEILLE;655.586;Dmitriy ROSSI
294314;6;SARRY;CHERVILLE;21.015;Monika MÜLLER
34682;5;MONTIGNARGUES;ST BAUZELY;1.565;Patrick THOMAS
225561;4;MONBAZILLAC;MESTERRIEUX;42.423;Andrey SMIRNOV
208565;11;MARTHON;LA CROIX SUR GARTEMPE;74.234;Mariya KOVÁCS
148801;24;CHALMAISON;SALINS;18.613;Dmitriy MARTINEZ
194991;1;SIX FOURS LES PLAGES;SANARY SUR MER;6.38;Alina KLEIN
176500;4;MANDRES SUR VAIR;ARRENTIERES;85.19;Pavel KLEIN
188581;15;ST CYR;ST MAURICE LES BROUSSES;23.182;David TÓTH
214328;23;ST VIGOR LE GRAND;SOMMERVIEU;2.322;Sandra RAMOS
16765;2;CAMPENEAC;NEANT SUR YVEL;7.827;Vera WILSON
219395;10;ST LOUP;FOULAYRONNES;25.608;Aleksandra MEYER
296545;19;POUILLENAY;BRAIN;5.598;Elena PETROVA
23878;3;GERMIGNY;ROSNAY;1.335;Daniel MEIER
46613;9;NEZIGNAN L EVEQUE;VALROS;3.46;Claude SCHULZ
206972;21;GAGNAC SUR GARONNE;AURADE;28.624;Anton RICHTER
139799;23;BREVONNES;NONCOURT SUR LE RONGEANT;62.7;Klaus POPOVA
72509;19;LA SELLE GUERCHAISE;JANS;48.07;Mario KRAVCHENKO
65487;11;MESBRECOURT RICHECOURT;SURFONTAINE;5.739;Sandra SMIRNOV
253038;18;BREE;CHARCHIGNE;29.898;Anne JIMENEZ
281235;14;VALLIERES SUR FIER;ST MARTIN DE BAVEL;19.932;Tatyana MILLER
201164;2;BELGENTIER;CUGES LES PINS;23.637;Marie NOVIKOVA
97668;9;VINZELLES;PLOTTES;30.734;Vera SANCHEZ
42728;19;RODELLE;ARVIEU;32.583;Anastasiya ROSSI
242053;14;TOURNOUS DEVANT;GER;38.892;Hans SCHMIDT
282930;24;LA CHAVANNE;PLANAISE;2.715;Vladymyr BAUER
208841;27;TRELAZE;BLAISON ST SULPICE;9.453;Marta SCHMIDT
143327;17;LE PECHEREAU;MAILLET;8.205;Yvan PETROVA
186855;11;ARQUEVES;QUESNOY SUR AIRAINES;37.357;Anastasiya MEYER
216095;9;ETAULES;SAUJON;13.79;Natalya KOCH
66297;27;BOURDEAUX;COMPS;4.762;Sergey MARIN
48884;5;DEMI QUARTIER;COMBLOUX;1.947;Elena PEREZ
98698;18;HERICOURT EN CAUX;BLONVILLE SUR MER;63.822;Vera DIAZ
14952;10;ST FELIU D AMONT;CASSAGNES;10.772;Maria THOMAS
55437;5;VERGEZE;AIGUES VIVES;3.411;Mária KUZNETSOV
85231;16;DAVREY;CHESLEY;13.751;Manfred JONES
53306;32;ST REMY DE SILLE;TREMEHEUC;121.455;Vladimir FERREIRA
192468;18;REININGUE;LIEBSDORF;30.786;Lyubov SZABÓ
20287;15;MARANS;ANDILLY;6.151;Peter ZIMMERMANN
297833;23;ST LAURENT DE TERREGATTE;VERNIX;16.084;Maria BECKER
118495;13;NEFFIES;AIGUES VIVES;72.434;Mariya PAVLOVA
28008;21;NEUVY SAUTOUR;GERMIGNY;5.346;Mária BONDARENKO
99243;34;OSSELLE ROUTELLE;SERRE LES SAPINS;11.102;Vladimir SMITH
190347;18;VERAZA;ALAIGNE;21.125;Irina FERREIRA
106142;26;ROGUES;LE POUGET;32.033;Irina FERNANDEZ
3224;26;CONTREGLISE;AISEY ET RICHECOURT;7.6;Christine PEREZ
266751;13;TANNOIS;GIVRAUVAL;9.495;Martin FERRARI
217981;4;MENOTEY;PEINTRE;3.992;Vasylyi SCHMIDT
141386;17;ST MAMET LA SALVETAT;LABASTIDE DU HAUT MONT;15.458;Andrei IVANOVA
248282;2;ST GERMAIN D ARCE;LA ROUVIERE;514.205;Rosa COSTA
245096;3;FAYET;SYLVANES;3.129;Petra VOLKOVA
153080;4;VALAMBRAY;CANTELOUP;7.465;Dmitriy KOCH
254723;6;SUGNY;DOUX;24.633;Richard COSTA
276510;18;CHALTRAIT;AVIZE;9.316;Elena VASILEVA
280929;17;STE FOI;SOUILHE;27.084;Vladymyr JOHANSSON
104377;2;ST ROGATIEN;ST MEDARD D AUNIS;7.452;Francesco PEREIRA
8395;8;MARTHILLE;TINCRY;11.53;Rosa VOLKOVA
212261;21;DRACY;CHAMPIGNELLES;12.029;Monika SIMON
50185;17;CLAIS;NESLE NORMANDEUSE;17.019;Karin JOHNSON
4115;3;LUNAS;FRESSAC;65.646;Paul PEREZ
4805;18;LES HERBIERS;BAZOGES EN PAILLERS;11.048;Tatiana SCHÄFER
79144;1;MONT DAUPHIN;EYGLIERS;4.294;Jean MORENO
260319;12;VILLETTES;HOUETTEVILLE;4.294;Andreas MEYER
44199;11;FERRIERES LES SCEY;VY LES RUPT;8.607;Laura JENSEN
181971;5;MESMONT;GIVRON;8.553;Vasylyi HOFFMANN
130652;12;MARNOZ;BRACON;3.915;Francisco MOROZOVA
94938;32;LAPEYRERE;GERM;85.383;Alina WILSON
202281;21;SELLES;VAUVILLERS;5.097;Thomas KOVÁCS
65873;20;MORCENX LA NOUVELLE;ONESSE LAHARIE;10.91;Yuliya COSTA
131239;22;SERILHAC;VEYRINES DE VERGT;76.441;Evgeniy FERREIRA
51238;24;ECOUCHE LES VALLEES;DAMIGNY;33.939;Andrei ALVAREZ
158335;6;MEXY;PILLON;20.814;Ana MAGOMEDOV
29716;1;ST ANDRE;ARGELES SUR MER;4.089;Martin FERRARI
224142;9;CROCY;BRIEUX;5.232;Oksana WOLF
165405;5;ST MARTIN D URIAGE;HERBEYS;4.831;Mária WEBER
28409;6;MARTILLAC;TARNES;33.093;Andrey SHEVCHENKO
242486;11;LES PLANTIERS;ST JEAN DU GARD;13.2;Antonio COSTA
59215;3;LE CHATELARD;DOUCY EN BAUGES;4.049;Mária ANDERSSON
204998;1;MERLES;BARDIGUES;7.161;Sergey PETROV
113560;26;LA CHAPELLE EN VALGAUDEMAR;LARDIER ET VALENCA;47.344;Nadezhda PEREZ
237027;5;ST LAURENT DE COGNAC;AUTHON EBEON;16.506;Maksim VASILEVA
205191;12;UZEIN;NABAS;37.563;Roman JENSEN
199232;6;AJAC;VILLEFRANCHE DE LAURAGAIS;52.605;Anastasiya POPOVA
92183;15;YERMENONVILLE;LE POISLAY;67.086;Serhei PETROVA
168716;13;CONTEST;ALEXAIN;3.243;Andrea ROSSI
91645;13;BEAUMONT LE ROGER;CORNEVILLE LA FOUQUETIERE;3.754;Thomas PEREZ
1044;3;ROGNONAS;BOULBON;8.894;Maria SZABÓ
30781;18;GISSAC;ROSIS;27.655;Juan SMIRNOVA
270641;6;LEBEUVILLE;VIC SUR SEILLE;43.455;Andrey TORRES
268292;29;PASSAVANT EN ARGONNE;CHATRICES;4.608;Jan MORENO
137237;26;ST PAUL DE JARRAT;BUZAN;58.421;Wolfgang JONES
185756;35;LES TERNES;VILLEDIEU;4.743;Marie POPOVA
258970;11;EGUISHEIM;HUSSEREN LES CHATEAUX;1.703;Yuliya THOMAS
154892;7;LANTY SUR AUBE;VOULAINES LES TEMPLIERS;21.625;David HOFFMANN
62572;18;PENESTIN;MESQUER;8.569;Denis ROMERO
103007;11;GENCAY;ST SECONDIN;7.679;Marta VOLKOVA
220999;3;TANIS;ST GEORGES DE REINTEMBAULT;17.34;Irina FISCHER
272959;1;CAUTERETS;ESTAING;7.241;Giovanni WAGNER
218496;35;BEDEE;GUIPEL;20.498;Mario BECKER
73285;36;VILLIERS EN PLAINE;CHAILLE LES MARAIS;36.474;Manfred ANDERSSON
248541;12;LA CHAISE;AVILLERS;113.688;Ana KRAVCHENKO
72777;13;FORMIGNY LA BATAILLE;CROSVILLE SUR DOUVE;41.006;Jose IVANOVA
27419;23;ST PARRES LES VAUDES;COURTERANGES;10.554;Evgeniy RICHTER
276112;5;MOUSTIERS STE MARIE;ST JURS;7.315;Tatyana SCHÄFER
5137;13;TERREFONDREE;CHAUGEY;8.346;Mario MARTINEZ
167119;22;BRUNEHAMEL;LEFFINCOURT;50.748;Mario THOMAS
198751;12;LA BARDE;ST AULAIS LA CHAPELLE;35.574;Francisco BAUER
71327;4;ANDLAU;ALBE;4.826;Mariya SCHULZ
42778;26;ENSIGNE;LOIRE SUR NIE;13.879;David SCHULZ
217768;10;LA RONDE;DAMVIX;4.13;Andreas KARLSSON
114347;6;UTTWILLER;DETTWILLER;10.015;Claude WAGNER
88088;14;MAREY SUR TILLE;SPOY;18.33;Vasylyi ANDERSSON
278187;2;FONTES;ROUJAN;7.398;Evgeniy SMITH
111265;20;CHENON;COUTURE;5.352;Jose JOHANSSON
292348;27;AUBENAS LES ALPES;BANON;10.577;Vasylyi NAVARRO
253671;8;VIVEN;AURIAC;4.595;John ALVAREZ
204193;9;LA VERPILLIERE;ST JUST CHALEYSSIN;12.55;Robert SMITH
513;3;CHATEAU ROUGE;OBERDORFF;1.514;John MARTIN
222081;12;MEZEL;ORAISON;22.533;Manfred KARLSSON
19222;21;ROCHETOIRIN;MEYRIE;10.678;Anne KOCH
147769;18;ST PREJET D ALLIER;BEAULIEU;35.676;Marta MAGOMEDOV
236544;24;BAZOCHES AU HOULME;STE OPPORTUNE;14.917;Thomas FERNANDEZ
49431;10;SERQUIGNY;LE TILLEUL LAMBERT;16.818;Claude KUZNETSOV
251234;13;LA MEMBROLLE SUR CHOISILLE;ST ANTOINE DU ROCHER;5.728;Olga KOVÁCS
202705;35;PACY SUR EURE;MAURESSARGUES;602.381;Giovanni BECKER
56371;37;MONDESCOURT;CONCHY LES POTS;26.948;Martin KOCH
223359;1;RAYOL CANADEL SUR MER;LA MOLE;5.782;Juan WILLIAMS
266059;2;LOUHOSSOA;JAXU;16.551;Svetlana MEIER
175373;11;MEZERES;CHAMALIERES SUR LOIRE;3.394;Mária POPOVA
211472;17;GAILLERES;MAZEROLLES;7.635;Sandra GUTIERREZ
197763;4;BOURCQ;HEIPPES;64.077;Michael COSTA
254089;5;VISSEC;MONTDARDIER;10.92;Jean KOVÁCS
193289;34;BOUVRON;TETING SUR NIED;67.047;Maryia MORENO
271609;21;LE POIRE SUR VIE;CHATEAUNEUF;35.957;Svetlana WILSON
294984;15;ST VITE;MONSEGUR;4.753;Giovanni PEREZ
94878;14;THIL;GRIGNY;29.293;Maria NAGY
156675;22;ANDUZE;MONTAUD;33.759;Roman JONES
142893;20;OMONT;VRIGNE AUX BOIS;19.942;Roman SILVA
227897;35;POINCY;CHANGIS SUR MARNE;7.34;Andrei RUSSO
128533;28;CASTELMAYRAN;PERVILLE;22.04;Roman TORRES
295169;9;COURTOMER;BRULLEMAIL;4.17;Lyubov MOROZOVA
109665;16;MONTOUSSE;TIBIRAN JAUNAC;11.11;Olga KOCH
188465;14;STE FOY D AIGREFEUILLE;AURIBAIL;29.353;Mario ROBERTS
114061;8;IGNEY;FRIZON;2.851;Vasylyi FERNANDEZ
88153;2;LA ROQUE SUR PERNES;LE BEAUCET;2.28;Maksim ROMERO
187244;17;BISSEY LA COTE;LES GOULLES;15.308;Evgeniy MILLER
105218;25;TREBRY;HENON;10.387;Alexander ROSSI
137088;29;LA MEZIERE;VERN SUR SEICHE;20.818;Ekaterina SANCHEZ
266868;9;COURCELLES;ST ROMANS LES MELLE;35.36;Vladymyr SCHULZ
130264;19;AUVE;LE CHATELIER;20.138;Darya DIAZ
33269;36;FERRALS LES CORBIERES;CALMEILLES;66.031;Peter SCHMID
237150;29;SASNIERES;COURDEMANCHE;29.431;Thomas PEREZ
113504;15;CAUVIGNY;PARMAIN;20.242;Vasylyi PEREZ
1390;13;ST SEURIN SUR L ISLE;SABLONS;14.33;Nykolai SCHMIDT
98051;21;PECY;LA FERTE GAUCHER;23.069;Svetlana MAGOMEDOV
79405;1;BLODELSHEIM;NAMBSHEIM;7.097;Natalya PEREZ
235820;6;MARSEILLE;MARSEILLE;1.848;Darya MEIER
186914;21;MORGANX;POUDENX;2.815;Vladimir SANTOS
23626;3;LES MAYONS;FLASSANS SUR ISSOLE;13.621;Patrick KLEIN
36131;3;ST REMY DE PROVENCE;LES BAUX DE PROVENCE;5.844;Evgeniy ALONSO
154256;6;HARSKIRCHEN;GRUNDVILLER;14.271;Darya KOVALENKO
290557;3;PEINTRE;CHAMBOLLE MUSIGNY;40.007;Tatyana JENSEN
269028;15;CAUBIOS LOOS;SAILHAN;90.11;Nadezhda RICHTER
152267;4;SOLLIES TOUCAS;NEOULES;9.643;Igor PETROVA
102634;2;ST AVAUGOURD DES LANDES;LE GIVRE;7.244;Thomas JIMENEZ
205409;20;LONGUEVILLE;NICOLE;17.048;Evgeniy NIELSEN
286448;32;CHAMPTONNAY;CHAUMERCENNE;8.686;Tatiana TORRES
275752;3;MAGLAND;SALLANCHES;6.306;Alexander RICHTER
25441;7;LE CUING;SADOURNIN;25.014;Igor ROMERO
254421;19;RONAI;GUEPREI;9.228;Brigitte SCHÄFER
112348;14;ST BENOIT LA FORET;VILLAINES LES ROCHERS;13.163;Paul SILVA
153387;14;ORBIGNY AU VAL;TORNAY;24.852;Juan KOVALENKO
235678;4;PERIERS SUR LE DAN;BENOUVILLE;3.862;Alina SCHMID
78048;6;ESTOURMEL;CATTENIERES;2.376;Mikhail SIMON
231221;7;LYAUD;ARMOY;2.236;Elena MUÑOZ
22233;24;ROUZIERS DE TOURAINE;VILLAVARD;31.3;Andreas BRAUN
191113;31;FLAUJAC POUJOLS;SAUZET;18.936;Ivan SCHMID
225060;4;COURPIGNAC;SALIGNAC DE MIRAMBEAU;4.303;Jose HANSEN
131362;5;SERAINCOURT;CHAPPES;6.863;Peter HANSEN
130337;22;ST RIQUIER EN RIVIERE;BUIGNY ST MACLOU;34.75;Yvan SMIRNOV
225914;14;TREVRON;PLESDER;10.712;Nikolay SCHULZ
249443;2;EPPING;LE VAL DE GUEBLANGE;29.939;Giovanni PAVLOVA
61045;35;LESIGNAC DURAND;ST MARY;22.275;John COSTA
225000;9;L ORBRIE;ST MARC LA LANDE;31.968;Vladymyr PEREIRA
493;26;SUCE SUR ERDRE;GUILLAC;95.987;Aleksandr TAYLOR
108415;2;JAU DIGNAC ET LOIRAC;BOUTENAC TOUVENT;15.505;Giovanni ALVAREZ
49011;28;LANGUEVOISIN QUIQUERY;CIZANCOURT;10.595;Olga SCHÄFER
280877;9;GUENVILLER;HOMBOURG HAUT;3.39;Monika VARGA
128627;7;LES VANS;MAYRES;30.343;Elena FISCHER
217635;10;NORMIER;FOISSY LES VEZELAY;51.507;Anne HOFFMANN
79983;23;CIRON;MOSNAC ST SIMEUX;149.602;Karin TAYLOR
190780;15;PONT NOYELLES;FRESNOY LES ROYE;32.367;Barbara NAGY
273596;28;LA PALUD SUR VERDON;LE TIGNET;46.461;Juan BAUER
252824;2;MOUZON;SINGLY;26.973;Aleksandr SILVA
155514;31;VANAULT LES DAMES;NETTANCOURT;11.606;Hans BRAUN
135385;32;THAON LES VOSGES;JEANMENIL;23.457;Elisabeth MEYER
277205;7;BEAUGEAY;ST NAZAIRE SUR CHARENTE;8.276;Michel MARTINEZ
77667;29;FONTAINE EN BRAY;ESCLAVELLES;3.969;Werner BAUER
46473;27;LA ROQUE BAIGNARD;LA LANDE ST LEGER;22.154;Evgeniy PETROVA
39355;19;VANNES LE CHATEL;ALLAIN;10.289;Antonio DAVIES
29460;24;LES TOUCHES DE PERIGNY;ECOYEUX;22.22;Josef BRAUN
137701;13;BELMONT DE LA LOIRE;RIVE DE GIER;74.006;Claude ROSSI
292913;2;GUMBRECHTSHOFFEN;MERTZWILLER;6.141;Jean SCHÄFER
201906;10;MAUROUX;GRAMONT;4.919;Valentina ROMERO
152818;8;ST AUBIN DE TERREGATTE;LANDEAN;20.353;Anna MARIN
114379;14;VILLECHAUVE;VERNOU EN SOLOGNE;58.068;Peter WILSON
125341;18;TRALAIGUES;ST ETIENNE AUX CLOS;38.964;Manfred KRAVCHENKO
100935;8;OHERVILLE;NOROLLES;66.962;Robert SCHÄFER
8855;14;BEUZEVILLE LA BASTILLE;STE MARIE DU MONT;12.685;John MARIN
12898;2;BORCE;BEOST;25.007;Nadezhda MÜLLER
266642;41;SABADEL LATRONQUIERE;SABADEL LAUZES;40.811;Barbara DIAZ
131934;26;ST VRAIN;NANT LE PETIT;30.197;Giuseppe WEBER
211035;25;DESERVILLERS;COURTEFONTAINE;72.905;Monika TAYLOR
82404;6;MAULICHERES;CRAVENCERES;13.401;Ana SANTOS
294551;10;LESTIAC SUR GARONNE;CERONS;7.771;Denis MAGOMEDOV
179372;23;PUISSEGUIN;ST GENES DE CASTILLON;3.623;Nadezhda RICHTER
40422;5;PERPIGNAN;PIA;6.007;Christine JENSEN
273171;15;ORAISON;LE CASTELLET;4.482;Christine PEREIRA
14579;8;PERIGNY;CHANGY;28.476;Yvan KOVÁCS
50963;13;MEOBECQ;ST HILAIRE DE COURT;67.913;Aleksey BAUER
5580;1;ALCAY ALCABEHETY SUNHARETTE;GARINDEIN;15.278;Lyubov ALONSO
118945;14;BARZUN;ARCIZAC ADOUR;19.584;Marta POPOV
